state,basis,shot,outcome
0,Y,37,1.0
0,Y,38,1.0
0,Y,39,1.0
0,Y,40,-1.0
0,Y,41,1.0
0,Y,42,-1.0
0,Y,43,1.0
0,Y,44,-1.0
0,Y,45,-1.0
0,Y,46,1.0
0,Y,47,-1.0
0,Y,48,1.0
0,Y,49,1.0
0,Y,50,-1.0
0,Y,51,-1.0
0,Y,52,1.0
0,Y,53,1.0
0,Y,54,-1.0
0,Y,55,-1.0
0,Y,56,-1.0
0,Y,57,1.0
0,Y,58,1.0
0,Y,59,1.0
0,Y,60,-1.0
0,Y,61,-1.0
0,Y,62,-1.0
0,Y,63,1.0
0,Y,64,1.0
0,Y,65,-1.0
0,Y,66,1.0
0,Y,67,1.0
0,Y,68,1.0
0,Y,69,1.0
0,Y,70,1.0
0,Y,71,-1.0
0,Y,72,-1.0
0,Y,73,-1.0
0,Y,74,1.0
0,Y,75,-1.0
0,Y,76,-1.0
0,Y,77,-1.0
0,Y,78,-1.0
0,Y,79,-1.0
0,Y,80,1.0
0,Y,81,-1.0
0,Y,82,1.0
0,Y,83,1.0
0,Y,84,-1.0
0,Y,85,1.0
0,Y,86,1.0
0,Y,87,1.0
0,Y,88,1.0
0,Y,89,-1.0
0,Y,90,-1.0
0,Y,91,1.0
0,Y,92,-1.0
0,Y,93,1.0
0,Y,94,1.0
0,Y,95,1.0
0,Y,96,1.0
0,Y,97,-1.0
0,Y,98,1.0
0,Y,99,1.0
0,Y,100,-1.0
0,Z,1,1.0
0,Z,2,1.0
0,Z,3,1.0
0,Z,4,1.0
0,Z,5,1.0
0,Z,6,1.0
0,Z,7,1.0
0,Z,8,1.0
0,Z,9,1.0
0,Z,10,1.0
0,Z,11,1.0
0,Z,12,1.0
0,Z,13,1.0
0,Z,14,1.0
0,Z,15,1.0
0,Z,16,1.0
0,Z,17,1.0
0,Z,18,1.0
0,Z,19,1.0
0,Z,20,1.0
0,Z,21,1.0
0,Z,22,1.0
0,Z,23,1.0
0,Z,24,1.0
0,Z,25,1.0
0,Z,26,1.0
0,Z,27,1.0
0,Z,28,1.0
0,Z,29,1.0
0,Z,30,1.0
0,Z,31,1.0
0,Z,32,1.0
0,Z,33,1.0
0,Z,34,1.0
0,Z,35,1.0
0,Z,36,1.0
0,Z,37,1.0
0,Z,38,1.0
0,Z,39,1.0
0,Z,40,1.0
0,Z,41,1.0
0,Z,42,1.0
0,Z,43,1.0
0,Z,44,1.0
0,Z,45,1.0
0,Z,46,1.0
0,Z,47,1.0
0,Z,48,1.0
0,Z,49,1.0
0,Z,50,1.0
0,Z,51,1.0
0,Z,52,1.0
0,Z,53,1.0
0,Z,54,1.0
0,Z,55,1.0
0,Z,56,1.0
0,Z,57,1.0
0,Z,58,1.0
0,Z,59,1.0
0,Z,60,1.0
0,Z,61,1.0
0,Z,62,1.0
0,Z,63,1.0
0,Z,64,1.0
0,Z,65,1.0
0,Z,66,1.0
0,Z,67,1.0
0,Z,68,1.0
0,Z,69,1.0
0,Z,70,1.0
0,Z,71,1.0
0,Z,72,1.0
0,Z,73,1.0
0,Z,74,1.0
0,Z,75,1.0
0,Z,76,1.0
0,Z,77,1.0
0,Z,78,1.0
0,Z,79,1.0
0,Z,80,1.0
0,Z,81,1.0
0,Z,82,1.0
0,Z,83,1.0
0,Z,84,1.0
0,Z,85,1.0
0,Z,86,1.0
0,Z,87,1.0
0,Z,88,1.0
0,Z,89,1.0
0,Z,90,1.0
0,Z,91,1.0
0,Z,92,1.0
0,Z,93,1.0
0,Z,94,1.0
0,Z,95,1.0
0,Z,96,1.0
0,Z,97,1.0
0,Z,98,1.0
0,Z,99,1.0
0,Z,100,1.0
1,X,1,1.0
1,X,2,-1.0
1,X,3,-1.0
1,X,4,1.0
1,X,5,1.0
1,X,6,1.0
1,X,7,1.0
1,X,8,-1.0
1,X,9,1.0
1,X,10,-1.0
1,X,11,1.0
1,X,12,1.0
1,X,13,-1.0
1,X,14,1.0
1,X,15,-1.0
1,X,16,-1.0
1,X,17,1.0
1,X,18,1.0
1,X,19,1.0
1,X,20,-1.0
1,X,21,1.0
1,X,22,1.0
1,X,23,-1.0
1,X,24,1.0
1,X,25,-1.0
1,X,26,-1.0
1,X,27,-1.0
1,X,28,1.0
1,X,29,-1.0
1,X,30,1.0
1,X,31,-1.0
1,X,32,1.0
1,X,33,-1.0
1,X,34,1.0
1,X,35,-1.0
1,X,36,1.0
1,X,37,1.0
1,X,38,1.0
1,X,39,1.0
1,X,40,-1.0
1,X,41,1.0
1,X,42,1.0
1,X,43,-1.0
1,X,44,-1.0
1,X,45,1.0
1,X,46,1.0
1,X,47,-1.0
1,X,48,-1.0
1,X,49,-1.0
1,X,50,1.0
1,X,51,1.0
1,X,52,-1.0
1,X,53,-1.0
1,X,54,-1.0
1,X,55,-1.0
1,X,56,1.0
1,X,57,-1.0
1,X,58,-1.0
1,X,59,-1.0
1,X,60,1.0
1,X,61,1.0
1,X,62,1.0
1,X,63,-1.0
1,X,64,-1.0
1,X,65,-1.0
1,X,66,1.0
1,X,67,-1.0
1,X,68,-1.0
1,X,69,-1.0
1,X,70,1.0
1,X,71,-1.0
1,X,72,-1.0
1,X,73,-1.0
1,X,74,-1.0
1,X,75,1.0
1,X,76,-1.0
1,X,77,-1.0
1,X,78,1.0
1,X,79,1.0
1,X,80,1.0
1,X,81,1.0
1,X,82,1.0
1,X,83,-1.0
1,X,84,-1.0
1,X,85,-1.0
1,X,86,-1.0
1,X,87,-1.0
1,X,88,-1.0
1,X,89,1.0
1,X,90,-1.0
1,X,91,-1.0
1,X,92,1.0
1,X,93,1.0
1,X,94,1.0
1,X,95,1.0
1,X,96,-1.0
1,X,97,-1.0
1,X,98,-1.0
1,X,99,1.0
1,X,100,1.0
1,Y,1,-1.0
1,Y,2,1.0
1,Y,3,-1.0
1,Y,4,-1.0
1,Y,5,1.0
1,Y,6,1.0
1,Y,7,-1.0
1,Y,8,1.0
1,Y,9,1.0
1,Y,10,1.0
1,Y,11,1.0
1,Y,12,-1.0
1,Y,13,1.0
1,Y,14,-1.0
1,Y,15,-1.0
1,Y,16,1.0
1,Y,17,1.0
1,Y,18,-1.0
1,Y,19,1.0
1,Y,20,-1.0
1,Y,21,-1.0
1,Y,22,-1.0
1,Y,23,-1.0
1,Y,24,1.0
1,Y,25,1.0
1,Y,26,-1.0
1,Y,27,1.0
1,Y,28,1.0
1,Y,29,-1.0
1,Y,30,1.0
1,Y,31,1.0
1,Y,32,-1.0
1,Y,33,1.0
1,Y,34,1.0
1,Y,35,-1.0
1,Y,36,-1.0
1,Y,37,1.0
1,Y,38,-1.0
1,Y,39,1.0
1,Y,40,-1.0
1,Y,41,-1.0
1,Y,42,-1.0
1,Y,43,1.0
1,Y,44,-1.0
1,Y,45,1.0
1,Y,46,1.0
1,Y,47,-1.0
1,Y,48,-1.0
1,Y,49,-1.0
1,Y,50,1.0
1,Y,51,1.0
1,Y,52,1.0
1,Y,53,1.0
1,Y,54,1.0
1,Y,55,-1.0
1,Y,56,-1.0
1,Y,57,-1.0
1,Y,58,-1.0
1,Y,59,-1.0
1,Y,60,1.0
1,Y,61,-1.0
1,Y,62,1.0
1,Y,63,-1.0
1,Y,64,1.0
1,Y,65,-1.0
1,Y,66,1.0
1,Y,67,-1.0
1,Y,68,-1.0
1,Y,69,1.0
1,Y,70,1.0
1,Y,71,1.0
1,Y,72,-1.0
1,Y,73,-1.0
1,Y,74,-1.0
1,Y,75,1.0
1,Y,76,1.0
1,Y,77,1.0
1,Y,78,-1.0
1,Y,79,-1.0
1,Y,80,-1.0
1,Y,81,-1.0
1,Y,82,-1.0
1,Y,83,1.0
1,Y,84,-1.0
1,Y,85,1.0
1,Y,86,-1.0
1,Y,87,-1.0
1,Y,88,1.0
1,Y,89,1.0
1,Y,90,-1.0
1,Y,91,1.0
1,Y,92,-1.0
1,Y,93,-1.0
1,Y,94,-1.0
1,Y,95,1.0
1,Y,96,-1.0
1,Y,97,1.0
1,Y,98,-1.0
1,Y,99,-1.0
1,Y,100,1.0
1,Z,1,-1.0
1,Z,2,-1.0
1,Z,3,-1.0
1,Z,4,-1.0
1,Z,5,-1.0
1,Z,6,-1.0
1,Z,7,-1.0
1,Z,8,-1.0
1,Z,9,-1.0
1,Z,10,-1.0
1,Z,11,-1.0
1,Z,12,-1.0
1,Z,13,-1.0
1,Z,14,-1.0
1,Z,15,-1.0
1,Z,16,-1.0
1,Z,17,-1.0
1,Z,18,-1.0
1,Z,19,-1.0
1,Z,20,-1.0
1,Z,21,-1.0
1,Z,22,-1.0
1,Z,23,-1.0
1,Z,24,-1.0
1,Z,25,-1.0
1,Z,26,-1.0
1,Z,27,-1.0
1,Z,28,-1.0
1,Z,29,-1.0
1,Z,30,-1.0
1,Z,31,-1.0
1,Z,32,-1.0
1,Z,33,-1.0
1,Z,34,-1.0
1,Z,35,-1.0
1,Z,36,-1.0
1,Z,37,-1.0
1,Z,38,-1.0
1,Z,39,-1.0
1,Z,40,-1.0
1,Z,41,-1.0
1,Z,42,-1.0
1,Z,43,-1.0
1,Z,44,-1.0
1,Z,45,-1.0
1,Z,46,-1.0
1,Z,47,-1.0
1,Z,48,-1.0
1,Z,49,-1.0
1,Z,50,-1.0
1,Z,51,-1.0
1,Z,52,-1.0
1,Z,53,-1.0
1,Z,54,-1.0
1,Z,55,-1.0
1,Z,56,-1.0
1,Z,57,-1.0
1,Z,58,-1.0
1,Z,59,-1.0
1,Z,60,-1.0
1,Z,61,-1.0
1,Z,62,-1.0
1,Z,63,-1.0
1,Z,64,-1.0
1,Z,65,-1.0
1,Z,66,-1.0
1,Z,67,-1.0
1,Z,68,-1.0
1,Z,69,-1.0
1,Z,70,-1.0
1,Z,71,-1.0
1,Z,72,-1.0
1,Z,73,-1.0
1,Z,74,-1.0
1,Z,75,-1.0
1,Z,76,-1.0
1,Z,77,-1.0
1,Z,78,-1.0
1,Z,79,-1.0
1,Z,80,-1.0
1,Z,81,-1.0
1,Z,82,-1.0
1,Z,83,-1.0
1,Z,84,-1.0
1,Z,85,-1.0
1,Z,86,-1.0
1,Z,87,-1.0
1,Z,88,-1.0
1,Z,89,-1.0
1,Z,90,-1.0
1,Z,91,-1.0
1,Z,92,-1.0
1,Z,93,-1.0
1,Z,94,-1.0
1,Z,95,-1.0
1,Z,96,-1.0
1,Z,97,-1.0
1,Z,98,-1.0
1,Z,99,-1.0
1,Z,100,-1.0
+,X,1,1.0
+,X,2,1.0
+,X,3,1.0
+,X,4,1.0
+,X,5,1.0
+,X,6,1.0
+,X,7,1.0
+,X,8,1.0
+,X,9,1.0
+,X,10,1.0
+,X,11,1.0
+,X,12,1.0
+,X,13,1.0
+,X,14,1.0
+,X,15,1.0
+,X,16,1.0
+,X,17,1.0
+,X,18,1.0
+,X,19,1.0
+,X,20,1.0
+,X,21,1.0
+,X,22,1.0
+,X,23,1.0
+,X,24,1.0
+,X,25,1.0
+,X,26,1.0
+,X,27,1.0
+,X,28,1.0
+,X,29,1.0
+,X,30,1.0
+,X,31,1.0
+,X,32,1.0
+,X,33,1.0
+,X,34,1.0
+,X,35,1.0
+,X,36,1.0
+,X,37,1.0
+,X,38,1.0
+,X,39,1.0
+,X,40,1.0
+,X,41,1.0
+,X,42,1.0
+,X,43,1.0
+,X,44,1.0
+,X,45,1.0
+,X,46,1.0
+,X,47,1.0
+,X,48,1.0
+,X,49,1.0
+,X,50,1.0
+,X,51,1.0
+,X,52,1.0
+,X,53,1.0
+,X,54,1.0
+,X,55,1.0
+,X,56,1.0
+,X,57,1.0
+,X,58,1.0
+,X,59,1.0
+,X,60,1.0
+,X,61,1.0
+,X,62,1.0
+,X,63,1.0
+,X,64,1.0
+,X,65,1.0
+,X,66,1.0
+,X,67,1.0
+,X,68,1.0
+,X,69,1.0
+,X,70,1.0
+,X,71,1.0
+,X,72,1.0
+,X,73,1.0
+,X,74,1.0
+,X,75,1.0
+,X,76,1.0
+,X,77,1.0
+,X,78,1.0
+,X,79,1.0
+,X,80,1.0
+,X,81,1.0
+,X,82,1.0
+,X,83,1.0
+,X,84,1.0
+,X,85,1.0
+,X,86,1.0
+,X,87,1.0
+,X,88,1.0
+,X,89,1.0
+,X,90,1.0
+,X,91,1.0
+,X,92,1.0
+,X,93,1.0
+,X,94,1.0
+,X,95,1.0
+,X,96,1.0
+,X,97,1.0
+,X,98,1.0
+,X,99,1.0
+,X,100,1.0
+,Y,1,1.0
+,Y,2,-1.0
+,Y,3,-1.0
+,Y,4,-1.0
+,Y,5,1.0
+,Y,6,-1.0
+,Y,7,-1.0
+,Y,8,1.0
+,Y,9,-1.0
+,Y,10,-1.0
+,Y,11,-1.0
+,Y,12,1.0
+,Y,13,-1.0
+,Y,14,-1.0
+,Y,15,1.0
+,Y,16,1.0
+,Y,17,1.0
+,Y,18,1.0
+,Y,19,-1.0
+,Y,20,1.0
+,Y,21,1.0
+,Y,22,1.0
+,Y,23,1.0
+,Y,24,1.0
+,Y,25,-1.0
+,Y,26,-1.0
+,Y,27,-1.0
+,Y,28,1.0
+,Y,29,-1.0
+,Y,30,1.0
+,Y,31,-1.0
+,Y,32,1.0
+,Y,33,-1.0
+,Y,34,1.0
+,Y,35,-1.0
+,Y,36,1.0
+,Y,37,-1.0
+,Y,38,-1.0
+,Y,39,-1.0
+,Y,40,-1.0
+,Y,41,1.0
+,Y,42,1.0
+,Y,43,1.0
+,Y,44,-1.0
+,Y,45,-1.0
+,Y,46,-1.0
+,Y,47,1.0
+,Y,48,-1.0
+,Y,49,-1.0
+,Y,50,-1.0
+,Y,51,1.0
+,Y,52,-1.0
+,Y,53,-1.0
+,Y,54,-1.0
+,Y,55,-1.0
+,Y,56,1.0
+,Y,57,1.0
+,Y,58,1.0
+,Y,59,-1.0
+,Y,60,-1.0
+,Y,61,-1.0
+,Y,62,-1.0
+,Y,63,-1.0
+,Y,64,1.0
+,Y,65,-1.0
+,Y,66,-1.0
+,Y,67,-1.0
+,Y,68,-1.0
+,Y,69,1.0
+,Y,70,1.0
+,Y,71,1.0
+,Y,72,1.0
+,Y,73,-1.0
+,Y,74,1.0
+,Y,75,-1.0
+,Y,76,-1.0
+,Y,77,1.0
+,Y,78,1.0
+,Y,79,-1.0
+,Y,80,1.0
+,Y,81,-1.0
+,Y,82,-1.0
+,Y,83,-1.0
+,Y,84,-1.0
+,Y,85,1.0
+,Y,86,1.0
+,Y,87,-1.0
+,Y,88,1.0
+,Y,89,1.0
+,Y,90,-1.0
+,Y,91,1.0
+,Y,92,1.0
+,Y,93,-1.0
+,Y,94,1.0
+,Y,95,1.0
+,Y,96,-1.0
+,Y,97,1.0
+,Y,98,1.0
+,Y,99,1.0
+,Y,100,-1.0
+,Z,1,1.0
+,Z,2,1.0
+,Z,3,-1.0
+,Z,4,-1.0
+,Z,5,-1.0
+,Z,6,-1.0
+,Z,7,1.0
+,Z,8,-1.0
+,Z,9,-1.0
+,Z,10,1.0
+,Z,11,-1.0
+,Z,12,1.0
+,Z,13,-1.0
+,Z,14,1.0
+,Z,15,-1.0
+,Z,16,-1.0
+,Z,17,-1.0
+,Z,18,1.0
+,Z,19,1.0
+,Z,20,-1.0
+,Z,21,-1.0
+,Z,22,1.0
+,Z,23,-1.0
+,Z,24,1.0
+,Z,25,-1.0
+,Z,26,-1.0
+,Z,27,-1.0
+,Z,28,-1.0
+,Z,29,1.0
+,Z,30,-1.0
+,Z,31,1.0
+,Z,32,-1.0
+,Z,33,1.0
+,Z,34,1.0
+,Z,35,1.0
+,Z,36,1.0
+,Z,37,-1.0
+,Z,38,-1.0
+,Z,39,-1.0
+,Z,40,-1.0
+,Z,41,1.0
+,Z,42,1.0
+,Z,43,1.0
+,Z,44,1.0
+,Z,45,-1.0
+,Z,46,-1.0
+,Z,47,1.0
+,Z,48,1.0
+,Z,49,-1.0
+,Z,50,-1.0
+,Z,51,1.0
+,Z,52,-1.0
+,Z,53,-1.0
+,Z,54,1.0
+,Z,55,1.0
+,Z,56,1.0
+,Z,57,-1.0
+,Z,58,1.0
+,Z,59,1.0
+,Z,60,-1.0
+,Z,61,1.0
+,Z,62,-1.0
+,Z,63,1.0
+,Z,64,-1.0
+,Z,65,-1.0
+,Z,66,1.0
+,Z,67,1.0
+,Z,68,-1.0
+,Z,69,-1.0
+,Z,70,-1.0
+,Z,71,1.0
+,Z,72,1.0
+,Z,73,1.0
+,Z,74,1.0
+,Z,75,-1.0
+,Z,76,1.0
+,Z,77,-1.0
+,Z,78,-1.0
+,Z,79,1.0
+,Z,80,1.0
+,Z,81,-1.0
+,Z,82,1.0
+,Z,83,1.0
+,Z,84,-1.0
+,Z,85,-1.0
+,Z,86,1.0
+,Z,87,1.0
+,Z,88,1.0
+,Z,89,-1.0
+,Z,90,-1.0
+,Z,91,1.0
+,Z,92,-1.0
+,Z,93,1.0
+,Z,94,-1.0
+,Z,95,-1.0
+,Z,96,1.0
+,Z,97,1.0
+,Z,98,-1.0
+,Z,99,1.0
+,Z,100,1.0
i,X,1,-1.0
i,X,2,-1.0
i,X,3,-1.0
i,X,4,1.0
i,X,5,1.0
i,X,6,1.0
i,X,7,1.0
i,X,8,1.0
i,X,9,1.0
i,X,10,-1.0
i,X,11,1.0
i,X,12,1.0
i,X,13,1.0
i,X,14,1.0
i,X,15,1.0
i,X,16,-1.0
i,X,17,-1.0
i,X,18,1.0
i,X,19,1.0
i,X,20,-1.0
i,X,21,1.0
i,X,22,-1.0
i,X,23,-1.0
i,X,24,1.0
i,X,25,-1.0
i,X,26,1.0
i,X,27,-1.0
i,X,28,-1.0
i,X,29,1.0
i,X,30,-1.0
i,X,31,1.0
i,X,32,1.0
i,X,33,1.0
i,X,34,1.0
i,X,35,1.0
i,X,36,1.0
i,X,37,-1.0
i,X,38,-1.0
i,X,39,-1.0
i,X,40,-1.0
i,X,41,1.0
i,X,42,1.0
i,X,43,-1.0
i,X,44,-1.0
i,X,45,1.0
i,X,46,1.0
i,X,47,1.0
i,X,48,1.0
i,X,49,1.0
i,X,50,1.0
i,X,51,1.0
i,X,52,-1.0
i,X,53,-1.0
i,X,54,1.0
i,X,55,-1.0
i,X,56,1.0
i,X,57,1.0
i,X,58,1.0
i,X,59,1.0
i,X,60,-1.0
i,X,61,-1.0
i,X,62,-1.0
i,X,63,1.0
i,X,64,1.0
i,X,65,-1.0
i,X,66,-1.0
i,X,67,-1.0
i,X,68,-1.0
i,X,69,-1.0
i,X,70,1.0
i,X,71,1.0
i,X,72,-1.0
i,X,73,-1.0
i,X,74,1.0
i,X,75,1.0
i,X,76,1.0
i,X,77,-1.0
i,X,78,-1.0
i,X,79,1.0
i,X,80,1.0
i,X,81,-1.0
i,X,82,-1.0
i,X,83,-1.0
i,X,84,1.0
i,X,85,1.0
i,X,86,-1.0
i,X,87,-1.0
i,X,88,1.0
i,X,89,-1.0
i,X,90,-1.0
i,X,91,1.0
i,X,92,1.0
i,X,93,-1.0
i,X,94,1.0
i,X,95,1.0
i,X,96,-1.0
i,X,97,1.0
i,X,98,-1.0
i,X,99,1.0
i,X,100,1.0
i,Y,1,1.0
i,Y,2,1.0
i,Y,3,1.0
i,Y,4,1.0
i,Y,5,1.0
i,Y,6,1.0
i,Y,7,1.0
i,Y,8,1.0
i,Y,9,1.0
i,Y,10,1.0
i,Y,11,1.0
i,Y,12,1.0
i,Y,13,1.0
i,Y,14,1.0
i,Y,15,1.0
i,Y,16,1.0
i,Y,17,1.0
i,Y,18,1.0
i,Y,19,1.0
i,Y,20,1.0
i,Y,21,1.0
i,Y,22,1.0
i,Y,23,1.0
i,Y,24,1.0
i,Y,25,1.0
i,Y,26,1.0
i,Y,27,1.0
i,Y,28,1.0
i,Y,29,1.0
i,Y,30,1.0
i,Y,31,1.0
i,Y,32,1.0
i,Y,33,1.0
i,Y,34,1.0
i,Y,35,1.0
i,Y,36,1.0
i,Y,37,1.0
i,Y,38,1.0
i,Y,39,1.0
i,Y,40,1.0
i,Y,41,1.0
i,Y,42,1.0
i,Y,43,1.0
i,Y,44,1.0
i,Y,45,1.0
i,Y,46,1.0
i,Y,47,1.0
i,Y,48,1.0
i,Y,49,1.0
i,Y,50,1.0
i,Y,51,1.0
i,Y,52,1.0
i,Y,53,1.0
i,Y,54,1.0
i,Y,55,1.0
i,Y,56,1.0
i,Y,57,1.0
i,Y,58,1.0
i,Y,59,1.0
i,Y,60,1.0
i,Y,61,1.0
i,Y,62,1.0
i,Y,63,1.0
i,Y,64,1.0
i,Y,65,1.0
i,Y,66,1.0
i,Y,67,1.0
i,Y,68,1.0
i,Y,69,1.0
i,Y,70,1.0
i,Y,71,1.0
i,Y,72,1.0
i,Y,73,1.0
i,Y,74,1.0
i,Y,75,1.0
i,Y,76,1.0
i,Y,77,1.0
i,Y,78,1.0
i,Y,79,1.0
i,Y,80,1.0
i,Y,81,1.0
i,Y,82,1.0
i,Y,83,1.0
i,Y,84,1.0
i,Y,85,1.0
i,Y,86,1.0
i,Y,87,1.0
i,Y,88,1.0
i,Y,89,1.0
i,Y,90,1.0
i,Y,91,1.0
i,Y,92,1.0
i,Y,93,1.0
i,Y,94,1.0
i,Y,95,1.0
i,Y,96,1.0
i,Y,97,1.0
i,Y,98,1.0
i,Y,99,1.0
i,Y,100,1.0
i,Z,1,-1.0
i,Z,2,1.0
i,Z,3,-1.0
i,Z,4,-1.0
i,Z,5,1.0
i,Z,6,1.0
i,Z,7,-1.0
i,Z,8,-1.0
i,Z,9,1.0
i,Z,10,-1.0
i,Z,11,1.0
i,Z,12,1.0
i,Z,13,1.0
i,Z,14,1.0
i,Z,15,-1.0
i,Z,16,1.0
i,Z,17,1.0
i,Z,18,-1.0
i,Z,19,1.0
i,Z,20,-1.0
i,Z,21,-1.0
i,Z,22,-1.0
i,Z,23,1.0
i,Z,24,1.0
i,Z,25,-1.0
i,Z,26,-1.0
i,Z,27,-1.0
i,Z,28,-1.0
i,Z,29,-1.0
i,Z,30,-1.0
i,Z,31,1.0
i,Z,32,1.0
i,Z,33,1.0
i,Z,34,-1.0
i,Z,35,-1.0
i,Z,36,-1.0
i,Z,37,-1.0
i,Z,38,1.0
i,Z,39,-1.0
i,Z,40,-1.0
i,Z,41,1.0
i,Z,42,1.0
i,Z,43,-1.0
i,Z,44,-1.0
i,Z,45,1.0
i,Z,46,1.0
i,Z,47,1.0
i,Z,48,-1.0
i,Z,49,1.0
i,Z,50,1.0
i,Z,51,-1.0
i,Z,52,1.0
i,Z,53,1.0
i,Z,54,1.0
i,Z,55,-1.0
i,Z,56,1.0
i,Z,57,1.0
i,Z,58,1.0
i,Z,59,1.0
i,Z,60,-1.0
i,Z,61,1.0
i,Z,62,-1.0
i,Z,63,-1.0
i,Z,64,-1.0
i,Z,65,-1.0
i,Z,66,-1.0
i,Z,67,-1.0
i,Z,68,1.0
i,Z,69,1.0
i,Z,70,1.0
i,Z,71,-1.0
i,Z,72,-1.0
i,Z,73,-1.0
i,Z,74,-1.0
i,Z,75,-1.0
i,Z,76,1.0
i,Z,77,-1.0
i,Z,78,1.0
i,Z,79,1.0
i,Z,80,-1.0
i,Z,81,1.0
i,Z,82,1.0
i,Z,83,1.0
i,Z,84,1.0
i,Z,85,-1.0
i,Z,86,-1.0
i,Z,87,-1.0
i,Z,88,-1.0
i,Z,89,-1.0
i,Z,90,-1.0
i,Z,91,1.0
i,Z,92,1.0
i,Z,93,1.0
i,Z,94,1.0
i,Z,95,1.0
i,Z,96,1.0
i,Z,97,-1.0
i,Z,98,1.0
i,Z,99,-1.0
i,Z,100,1.0
-,X,1,-1.0
-,X,2,-1.0
-,X,3,-1.0
-,X,4,-1.0
-,X,5,-1.0
-,X,6,-1.0
-,X,7,-1.0
-,X,8,-1.0
-,X,9,-1.0
-,X,10,-1.0
-,X,11,-1.0
-,X,12,-1.0
-,X,13,-1.0
-,X,14,-1.0
-,X,15,-1.0
-,X,16,-1.0
-,X,17,-1.0
-,X,18,-1.0
-,X,19,-1.0
-,X,20,-1.0
-,X,21,-1.0
-,X,22,-1.0
-,X,23,-1.0
-,X,24,-1.0
-,X,25,-1.0
-,X,26,-1.0
-,X,27,-1.0
-,X,28,-1.0
-,X,29,-1.0
-,X,30,-1.0
-,X,31,-1.0
-,X,32,-1.0
-,X,33,-1.0
-,X,34,-1.0
-,X,35,-1.0
-,X,36,-1.0
-,X,37,-1.0
-,X,38,-1.0
-,X,39,-1.0
-,X,40,-1.0
-,X,41,-1.0
-,X,42,-1.0
-,X,43,-1.0
-,X,44,-1.0
-,X,45,-1.0
-,X,46,-1.0
-,X,47,-1.0
-,X,48,-1.0
-,X,49,-1.0
-,X,50,-1.0
-,X,51,-1.0
-,X,52,-1.0
-,X,53,-1.0
-,X,54,-1.0
-,X,55,-1.0
-,X,56,-1.0
-,X,57,-1.0
-,X,58,-1.0
-,X,59,-1.0
-,X,60,-1.0
-,X,61,-1.0
